Dataset_ID,Buyer_ID,Product_ID,Recommended,Clicked,Viewed,Purchased,Ignored,Hidden,Feedback,Ground_Truth,Scenario_Type,Confidence_Score,Created_Date,Version
FB002887,BYR000386,PRD001178,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.96,2026-07-19,v1.0
FB002888,BYR000440,PRD002160,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,NORMAL,0.77,2026-06-05,v1.0
FB002889,BYR000755,PRD000762,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.9,2026-06-21,v1.0
FB002890,BYR000198,PRD001311,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.65,2026-05-19,v1.0
FB002891,BYR000356,PRD000650,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.85,2026-06-19,v1.0
FB002892,BYR000959,PRD002443,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.6,2026-05-15,v1.0
FB002893,BYR000204,PRD002815,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.61,2026-07-09,v1.0
FB002894,BYR000480,PRD000748,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,EDGE,0.82,2026-07-16,v1.0
FB002895,BYR000949,PRD001929,Yes,No,No,No,Yes,No,Not interested,Negative,NEGATIVE,0.79,2026-05-09,v1.0
FB002896,BYR000648,PRD000860,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.73,2026-05-29,v1.0
FB002897,BYR000972,PRD001656,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.51,2026-05-17,v1.0
FB002898,BYR000764,PRD000948,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,BOUNDARY,0.74,2026-07-07,v1.0
FB002899,BYR000958,PRD000765,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.81,2026-06-26,v1.0
FB002900,BYR000997,PRD000024,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,RARE,0.77,2026-05-14,v1.0
FB002901,BYR000801,PRD001079,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.67,2026-07-12,v1.0
FB002902,BYR000418,PRD000910,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.59,2026-05-22,v1.0
FB002903,BYR000918,PRD002813,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.95,2026-07-30,v1.0
FB002904,BYR000447,PRD000624,Yes,No,No,No,Yes,Yes,Duplicate of item I already own,Negative,NORMAL,0.86,2026-07-28,v1.0
FB002905,BYR000302,PRD002395,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.76,2026-05-14,v1.0
FB002906,BYR000870,PRD002413,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.63,2026-07-13,v1.0
FB002907,BYR000411,PRD001493,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.94,2026-05-14,v1.0
FB002908,BYR000294,PRD000756,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.96,2026-06-01,v1.0
FB002909,BYR000492,PRD002526,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.97,2026-08-02,v1.0
FB002910,BYR000169,PRD001397,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.76,2026-07-04,v1.0
FB002911,BYR000893,PRD002172,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,COLD_START,0.64,2026-05-30,v1.0
FB002912,BYR000156,PRD000297,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.83,2026-07-27,v1.0
FB002913,BYR000169,PRD000157,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.65,2026-07-19,v1.0
FB002914,BYR000502,PRD001952,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.76,2026-05-26,v1.0
FB002915,BYR000710,PRD000547,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,BOUNDARY,0.5,2026-06-27,v1.0
FB002916,BYR000002,PRD000964,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.76,2026-06-12,v1.0
FB002917,BYR000370,PRD001374,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.56,2026-05-12,v1.0
FB002918,BYR000955,PRD002849,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.68,2026-07-19,v1.0
FB002919,BYR000464,PRD002230,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.57,2026-07-31,v1.0
FB002920,BYR000121,PRD000746,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.79,2026-08-06,v1.0
FB002921,BYR000379,PRD002325,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.85,2026-07-26,v1.0
FB002922,BYR000965,PRD000656,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.81,2026-06-13,v1.0
FB002923,BYR000074,PRD001663,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.72,2026-07-24,v1.0
FB002924,BYR000111,PRD001267,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.73,2026-06-19,v1.0
FB002925,BYR000153,PRD000217,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.92,2026-06-27,v1.0
FB002926,BYR000322,PRD000467,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.94,2026-08-04,v1.0
FB002927,BYR000514,PRD002190,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.72,2026-06-08,v1.0
FB002928,BYR000548,PRD001716,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NEGATIVE,0.73,2026-06-02,v1.0
FB002929,BYR000956,PRD000906,Yes,No,No,No,Yes,No,Not interested,Negative,BOUNDARY,0.95,2026-05-10,v1.0
FB002930,BYR000647,PRD001115,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.94,2026-06-05,v1.0
FB002931,BYR000195,PRD001160,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.77,2026-06-17,v1.0
FB002932,BYR000776,PRD001974,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.72,2026-05-22,v1.0
FB002933,BYR000916,PRD000323,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,COLD_START,0.54,2026-05-15,v1.0
FB002934,BYR000311,PRD000474,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.72,2026-06-20,v1.0
FB002935,BYR000841,PRD001193,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,COLD_START,0.98,2026-06-17,v1.0
FB002936,BYR000602,PRD000733,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.77,2026-05-10,v1.0
FB002937,BYR000723,PRD001194,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,RARE,0.62,2026-07-13,v1.0
FB002938,BYR000708,PRD002843,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.52,2026-07-08,v1.0
FB002939,BYR000300,PRD002591,Yes,No,Yes,No,No,No,Not my style,Neutral,EDGE,0.76,2026-07-28,v1.0
FB002940,BYR000522,PRD000554,Yes,No,No,No,Yes,Yes,Duplicate of item I already own,Negative,NORMAL,0.84,2026-05-21,v1.0
FB002941,BYR000912,PRD002243,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.55,2026-06-09,v1.0
FB002942,BYR000269,PRD000832,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.73,2026-06-28,v1.0
FB002943,BYR000301,PRD000955,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.92,2026-06-09,v1.0
FB002944,BYR000166,PRD000680,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.62,2026-05-30,v1.0
FB002945,BYR000480,PRD000889,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.51,2026-08-01,v1.0
FB002946,BYR000362,PRD000536,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.97,2026-07-19,v1.0
FB002947,BYR000431,PRD001447,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.54,2026-05-31,v1.0
FB002948,BYR000670,PRD001043,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.53,2026-07-12,v1.0
FB002949,BYR000375,PRD001929,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.6,2026-06-25,v1.0
FB002950,BYR000725,PRD001763,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,COLD_START,0.98,2026-06-19,v1.0
FB002951,BYR000928,PRD002543,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.98,2026-07-01,v1.0
FB002952,BYR000337,PRD000531,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,RARE,0.88,2026-07-10,v1.0
FB002953,BYR000672,PRD001437,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.62,2026-06-04,v1.0
FB002954,BYR000182,PRD000645,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.83,2026-07-31,v1.0
FB002955,BYR000557,PRD002736,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.94,2026-05-10,v1.0
FB002956,BYR000842,PRD002297,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.63,2026-07-13,v1.0
FB002957,BYR000815,PRD002039,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.72,2026-06-24,v1.0
FB002958,BYR000082,PRD001590,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.76,2026-06-11,v1.0
FB002959,BYR000218,PRD000266,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.73,2026-07-10,v1.0
FB002960,BYR000315,PRD002354,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,BOUNDARY,0.56,2026-06-13,v1.0
FB002961,BYR000022,PRD000153,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.92,2026-07-11,v1.0
FB002962,BYR000504,PRD000914,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.64,2026-05-24,v1.0
FB002963,BYR000533,PRD002928,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.78,2026-06-23,v1.0
FB002964,BYR000839,PRD002605,Yes,No,No,No,Yes,No,Not interested,Negative,EDGE,0.69,2026-05-26,v1.0
FB002965,BYR000725,PRD001793,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NEGATIVE,0.58,2026-06-23,v1.0
FB002966,BYR000947,PRD000926,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NEGATIVE,0.73,2026-06-28,v1.0
FB002967,BYR000718,PRD002474,Yes,No,No,No,Yes,No,Not interested,Negative,EDGE,0.53,2026-07-29,v1.0
FB002968,BYR000030,PRD002499,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.99,2026-07-26,v1.0
FB002969,BYR000211,PRD002051,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,EDGE,0.6,2026-05-13,v1.0
FB002970,BYR000604,PRD002925,Yes,No,No,No,Yes,No,Not interested,Negative,RARE,0.84,2026-07-22,v1.0
FB002971,BYR000121,PRD001865,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.52,2026-08-04,v1.0
FB002972,BYR000302,PRD002945,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.87,2026-05-24,v1.0
FB002973,BYR000928,PRD001842,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.5,2026-05-15,v1.0
FB002974,BYR000386,PRD002821,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.73,2026-07-29,v1.0
FB002975,BYR000181,PRD000105,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.68,2026-07-24,v1.0
FB002976,BYR000007,PRD001384,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.75,2026-05-22,v1.0
FB002977,BYR000623,PRD002899,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.92,2026-06-05,v1.0
FB002978,BYR000184,PRD002181,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.52,2026-06-19,v1.0
FB002979,BYR000700,PRD001977,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.69,2026-08-06,v1.0
FB002980,BYR000710,PRD002342,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.6,2026-07-14,v1.0
FB002981,BYR000497,PRD001694,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NEGATIVE,0.55,2026-06-28,v1.0
FB002982,BYR000324,PRD001162,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,BOUNDARY,0.86,2026-06-07,v1.0
FB002983,BYR000203,PRD000086,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.53,2026-05-09,v1.0
FB002984,BYR000780,PRD001964,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.73,2026-06-18,v1.0
FB002985,BYR000478,PRD000354,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,EDGE,0.52,2026-07-01,v1.0
FB002986,BYR000966,PRD002380,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.55,2026-08-04,v1.0
FB002987,BYR000152,PRD001045,Yes,No,No,No,Yes,Yes,Duplicate of item I already own,Negative,NORMAL,0.62,2026-05-22,v1.0
FB002988,BYR000892,PRD001017,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NEGATIVE,0.51,2026-05-16,v1.0
FB002989,BYR000012,PRD001284,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,NORMAL,0.8,2026-07-02,v1.0
FB002990,BYR000014,PRD001422,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.78,2026-07-17,v1.0
FB002991,BYR000092,PRD000014,Yes,No,No,No,Yes,No,Not interested,Negative,NEGATIVE,0.72,2026-08-06,v1.0
FB002992,BYR000171,PRD000412,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.95,2026-06-12,v1.0
FB002993,BYR000724,PRD001393,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.85,2026-07-29,v1.0
FB002994,BYR000046,PRD002648,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,BOUNDARY,0.97,2026-06-10,v1.0
FB002995,BYR000861,PRD002007,Yes,No,No,No,Yes,Yes,Duplicate of item I already own,Negative,EDGE,0.93,2026-06-07,v1.0
FB002996,BYR000389,PRD001030,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.97,2026-08-04,v1.0
FB002997,BYR000001,PRD002557,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,NORMAL,0.56,2026-06-10,v1.0
FB002998,BYR000288,PRD001454,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.92,2026-06-28,v1.0
FB002999,BYR000210,PRD001002,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.72,2026-07-04,v1.0
FB003000,BYR000063,PRD000512,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.92,2026-07-10,v1.0
FB003001,BYR000242,PRD002134,Yes,No,Yes,No,No,No,Not my style,Neutral,NEGATIVE,0.99,2026-06-20,v1.0
FB003002,BYR000157,PRD000500,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.75,2026-07-06,v1.0
FB003003,BYR000196,PRD002464,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.91,2026-07-21,v1.0
FB003004,BYR000773,PRD000334,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,EDGE,0.92,2026-05-30,v1.0
FB003005,BYR000261,PRD000570,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.67,2026-06-22,v1.0
FB003006,BYR000371,PRD002979,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.97,2026-06-07,v1.0
FB003007,BYR000807,PRD000914,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.6,2026-07-03,v1.0
FB003008,BYR000909,PRD001956,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.85,2026-06-12,v1.0
FB003009,BYR000832,PRD000514,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.87,2026-07-26,v1.0
FB003010,BYR000809,PRD001679,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.55,2026-07-01,v1.0
FB003011,BYR000910,PRD000329,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.51,2026-06-01,v1.0
FB003012,BYR000687,PRD000495,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.85,2026-06-04,v1.0
FB003013,BYR000793,PRD001506,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.9,2026-06-12,v1.0
FB003014,BYR000910,PRD001309,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.51,2026-07-31,v1.0
FB003015,BYR000764,PRD000948,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,BOUNDARY,0.71,2026-07-16,v1.0
FB003016,BYR000020,PRD002760,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.71,2026-07-11,v1.0
FB003017,BYR000968,PRD001186,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.95,2026-07-30,v1.0
FB003018,BYR000327,PRD001374,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,EDGE,0.87,2026-05-08,v1.0
FB003019,BYR000612,PRD002324,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.78,2026-05-18,v1.0
FB003020,BYR000630,PRD000347,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,BOUNDARY,0.54,2026-06-27,v1.0
FB003021,BYR000776,PRD000909,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.65,2026-06-16,v1.0
FB003022,BYR000957,PRD000947,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.71,2026-07-20,v1.0
FB003023,BYR000964,PRD001089,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.85,2026-06-11,v1.0
FB003024,BYR000270,PRD002855,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.72,2026-05-21,v1.0
FB003025,BYR000760,PRD002524,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.61,2026-06-20,v1.0
FB003026,BYR000904,PRD001979,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,RARE,0.98,2026-05-11,v1.0
FB003027,BYR000617,PRD002298,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.57,2026-07-20,v1.0
FB003028,BYR000631,PRD001719,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.54,2026-07-31,v1.0
FB003029,BYR000185,PRD001374,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,EDGE,0.87,2026-05-24,v1.0
FB003030,BYR000626,PRD001068,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.62,2026-05-13,v1.0
FB003031,BYR000500,PRD002532,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.59,2026-06-28,v1.0
FB003032,BYR000708,PRD001525,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.92,2026-06-29,v1.0
FB003033,BYR000728,PRD000123,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.59,2026-07-01,v1.0
FB003034,BYR000648,PRD001262,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.59,2026-06-27,v1.0
FB003035,BYR000016,PRD001957,Yes,No,Yes,No,No,No,Not my style,Neutral,BOUNDARY,0.92,2026-05-17,v1.0
FB003036,BYR000780,PRD002229,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.75,2026-05-27,v1.0
FB003037,BYR000090,PRD000989,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.71,2026-06-17,v1.0
FB003038,BYR000805,PRD002752,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.84,2026-06-04,v1.0
FB003039,BYR000641,PRD001078,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NEGATIVE,0.89,2026-06-29,v1.0
FB003040,BYR000090,PRD002692,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.8,2026-06-22,v1.0
FB003041,BYR000757,PRD001875,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.78,2026-05-29,v1.0
FB003042,BYR000488,PRD001531,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,1.0,2026-07-29,v1.0
FB003043,BYR000427,PRD001153,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NEGATIVE,0.8,2026-07-29,v1.0
FB003044,BYR000865,PRD002321,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.87,2026-07-21,v1.0
FB003045,BYR000510,PRD002607,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,EDGE,0.89,2026-05-19,v1.0
FB003046,BYR000320,PRD002566,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,NORMAL,0.71,2026-06-12,v1.0
FB003047,BYR000343,PRD002344,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NEGATIVE,0.54,2026-07-24,v1.0
FB003048,BYR000282,PRD000660,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.74,2026-06-04,v1.0
FB003049,BYR000604,PRD001718,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.66,2026-06-29,v1.0
FB003050,BYR000770,PRD002194,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,EDGE,0.74,2026-05-12,v1.0
FB003051,BYR000988,PRD001431,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.99,2026-06-26,v1.0
FB003052,BYR000393,PRD001434,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.9,2026-07-06,v1.0
FB003053,BYR000558,PRD002588,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NEGATIVE,0.83,2026-06-08,v1.0
FB003054,BYR000983,PRD002601,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.69,2026-06-24,v1.0
FB003055,BYR000278,PRD001465,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,EDGE,0.59,2026-06-30,v1.0
FB003056,BYR000780,PRD001964,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.88,2026-07-05,v1.0
FB003057,BYR000756,PRD002956,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,EDGE,0.63,2026-06-16,v1.0
FB003058,BYR000912,PRD001769,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NEGATIVE,0.8,2026-07-17,v1.0
FB003059,BYR000214,PRD001194,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,EDGE,0.97,2026-05-31,v1.0
FB003060,BYR000235,PRD002903,Yes,No,No,No,Yes,No,Not interested,Negative,BOUNDARY,0.78,2026-05-20,v1.0
FB003061,BYR000484,PRD001090,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.54,2026-05-16,v1.0
FB003062,BYR000701,PRD002188,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.75,2026-06-24,v1.0
FB003063,BYR000204,PRD001274,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.99,2026-06-18,v1.0
FB003064,BYR000039,PRD001565,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.51,2026-05-27,v1.0
FB003065,BYR000691,PRD001871,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.96,2026-07-13,v1.0
FB003066,BYR000558,PRD000630,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,EDGE,0.84,2026-06-05,v1.0
FB003067,BYR000192,PRD001839,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.84,2026-06-18,v1.0
FB003068,BYR000465,PRD000240,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.64,2026-05-08,v1.0
FB003069,BYR000765,PRD001669,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.95,2026-07-30,v1.0
FB003070,BYR000001,PRD000831,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.54,2026-06-04,v1.0
FB003071,BYR001000,PRD002135,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.72,2026-07-11,v1.0
FB003072,BYR000834,PRD002388,Yes,No,No,No,Yes,No,Not interested,Negative,BOUNDARY,0.99,2026-06-02,v1.0
FB003073,BYR000848,PRD000550,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,1.0,2026-06-25,v1.0
FB003074,BYR000590,PRD001795,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.83,2026-06-03,v1.0
FB003075,BYR000789,PRD002828,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,BOUNDARY,0.94,2026-06-10,v1.0
FB003076,BYR000130,PRD002225,Yes,No,No,No,Yes,No,Not interested,Negative,EDGE,0.72,2026-05-27,v1.0
FB003077,BYR000876,PRD000918,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.52,2026-06-15,v1.0
FB003078,BYR000925,PRD002067,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,EDGE,0.57,2026-06-22,v1.0
FB003079,BYR000505,PRD002986,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.54,2026-06-25,v1.0
FB003080,BYR000335,PRD002754,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.7,2026-07-12,v1.0
FB003081,BYR000087,PRD001118,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.91,2026-05-15,v1.0
FB003082,BYR000760,PRD002090,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,COLD_START,0.86,2026-05-12,v1.0
FB003083,BYR000087,PRD000327,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.71,2026-07-05,v1.0
FB003084,BYR000247,PRD002461,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,BOUNDARY,0.6,2026-07-05,v1.0
FB003085,BYR000333,PRD002518,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,RARE,0.72,2026-05-12,v1.0
